,village_name,school,hospital,park,retail
1529,云篆山村村委会,18,2,2,19
1530,金竹村委会,2,0,0,0
1531,白鹤村委会,1,1,0,0
1532,后村农村社区村委会,11,1,1,4
1533,花园浜社区居委会,332,64,88,333
1534,常福社区居委会,460,77,131,301
1535,宝岩村委会,161,39,117,151
1536,元和村委会,248,45,64,285
1537,甸桥村委会,404,76,121,325
1538,大湖甸村委会,336,65,116,293
1539,建华村委会,190,36,37,260
1540,毛桥村委会,217,36,15,171
1541,勤丰村委会,283,53,41,218
1542,中泾村委会,17,11,1,49
1543,花溪社区居委会,226,32,15,188
1544,渠中村委会,193,32,15,230
1545,戈庄村委会,265,56,35,328
1546,新厍村委会,51,8,14,110
1547,梦兰村委会,258,52,58,313
1548,泯泾村委会,347,55,14,234
1549,景龙村委会,270,46,10,223
1550,安定村委会,249,47,29,297
1551,言里村委会,90,17,4,138
1552,长瑞村委会,28,13,5,62
1553,三和村委会,66,17,8,115
1554,燕巷村委会,83,18,5,151
1555,和甸村委会,85,17,7,146
1556,湖鹤村委会,30,14,3,70
1557,三星村委会,25,18,7,49
1558,新建村委会,16,10,7,47
1559,青莲村委会,239,42,23,299
1560,湖泾村委会,316,57,68,312
1561,港南村委会,31,24,6,57
1562,小康村委会,95,26,11,149
1563,珍门社区居委会,14,14,1,33
1564,聚沙村委会,47,25,9,84
1565,赵市村委会,34,20,7,61
1566,周行社区居委会,79,25,4,95
1567,福山村委会,7,7,1,27
1568,新州村委会,40,15,3,79
1569,淼泉社区居委会,84,25,7,120
1570,湖东村委会,148,39,20,192
1571,琴东村委会,50,16,10,116
1572,高长村委会,30,16,9,97
1573,吴庄村委会,218,45,19,194
1574,新桥村委会,207,46,24,240
1575,昆承湖村委会,15,9,3,57
1576,常昆村委会,14,8,2,45
1577,任阳社区居委会,13,9,0,25
1578,窑镇村委会,11,8,0,34
1579,枫塘村委会,20,6,1,26
1580,长桥村委会,25,14,1,42
1581,智林村委会,7,8,1,37
1582,杨园社区居委会,29,17,5,51
1583,张桥社区居委会,25,18,11,46
1584,张港泾村委会,30,11,8,67
1585,双浜村委会,54,13,2,58
1586,东旺村委会,16,17,10,38
1587,王庄社区居委会,35,15,2,66
1588,练塘社区居委会,24,13,11,61
1589,车路坝村委会,35,15,3,66
1590,福寿村委会,13,12,1,37
1591,南村坝村委会,38,21,4,74
1592,大河村委会,12,13,2,45
1593,新鑫村委会,14,11,1,43
1594,新巷村委会,17,11,11,46
1595,蒋巷镇村委会,29,13,53,58
1596,新裕村委会,15,14,10,45
1597,常兴村委会,20,17,10,66
1598,鸳鸯桥村委会,59,21,12,108
1599,吉桥村委会,20,14,9,46
1600,罗墩村委会,17,13,4,68
1601,颜巷村委会,136,22,47,207
1602,梁里马村委会,115,17,6,68
1603,黄里马村委会,118,19,7,81
1604,霍洪村委会,107,16,6,68
1605,田禾村委会,24,2,0,22
1606,东河古庙村委会,40,6,1,30
1607,东马延村委会,35,5,1,31
1608,大里村村委会,28,5,1,32
1609,高阜镇村委会,36,5,0,32
1610,董家村村委会,36,5,0,31
1611,董家庄村委会,18,2,0,8
1612,董固村委会,25,2,0,12
1613,常河镇村委会,20,3,1,26
1614,节固村委会,65,12,2,37
1615,南周章村委会,33,4,0,20
1616,田付村村委会,28,6,0,20
1617,徐周天村委会,23,3,0,12
1618,郑周天村委会,21,3,0,9
1619,杨周天村委会,18,2,0,8
1620,艾村村委会,22,2,0,10
1621,后戈庄村委会,20,3,1,26
1622,花园村委会,116,31,0,140
1623,灰埠村委会,26,3,0,19
1624,天岳村民委员会,116,12,0,114
1625,东升社区居委会,489,57,31,386
1626,三港新城社区居委会,604,70,64,509
1627,三北村村民委员会,235,40,32,151
1628,虹霓村村民委员会,34,18,9,62
1629,沈家弄村村民委员会,25,11,5,49
1630,石龙村村民委员会,259,42,37,233
1631,杨庄浜村村民委员会,106,20,8,148
1632,旧埭村村民委员会,24,17,3,62
1633,鱼圻塘村村民委员会,13,14,4,37
1634,星光村村民委员会,28,21,5,69
1635,大齐塘村村民委员会,26,15,4,58
1636,牌楼村村民委员会,28,18,3,79
1637,秦沙村村民委员会,20,18,4,51
1638,中华村村民委员会,66,10,8,95
1639,民主村村民委员会,33,17,6,61
1640,新庄村村民委员会,31,9,2,68
1641,周圩社区居委会,6,14,0,22
1642,小营头村村民委员会,21,11,2,63
1643,海塘村村民委员会,35,18,4,62
1644,南武沟村委会,28,2,0,27
1645,武沟村委会,28,2,0,28
1646,保太村委会,24,3,0,31
1647,李家白壤村委会,37,5,0,40
1648,高家白壤村委会,32,5,0,40
1649,前宕社区,208,41,12,91
1650,后垟社区,835,80,33,464
1651,沙岗村委会,2,3,2,8
1652,鸣山村委会,200,38,12,86
1653,临区村委会,62,28,2,54
1654,郭庄村委会,128,26,12,104
1655,步廊村委会,142,29,11,84
1656,水亭村委会,197,37,12,81
1657,建丰村委会,509,85,53,431
1658,新欣村委会,169,34,13,109
1659,城东村委会,203,38,10,89
1660,徐家站村委会,568,94,17,299
1661,玉莲村委会,279,56,12,165
1662,岱头村委会,254,47,12,120
1663,钱仓村委会,597,105,17,366
1664,小南村委会,45,7,2,23
1665,南陀村委会,106,18,6,50
1666,凤巢村委会,35,8,5,22
1667,陈交大社区,107,24,9,142
1668,宋桥社区,72,19,10,125
1669,黄垟村委会,788,69,80,591
1670,章桥村委会,390,30,14,316
1671,岗上村委会,113,28,9,111
1672,岗下村委会,45,7,2,23
1673,陡北村委会,41,17,3,61
1674,宋埠村委会,822,77,31,503
1675,本策村委会,22,7,2,34
1676,五里庄村委会,28,4,1,13
1677,高三洲村委会,24,2,0,21
1678,赵家寨村委会,26,2,1,11
1679,田家庄村委会,17,0,0,1
1680,新坝村委会,15,7,0,37
1681,龙王村委会,92,24,17,98
1682,新生村委会,86,20,8,103
1683,双隆村委会,58,15,3,74
1684,西水磨村委会,0,0,0,3
1685,会溪村委会,0,0,0,3
1686,西平村委会,9,1,0,5
1687,和平村委会,2,0,0,0
1688,红星村委会,31,1,0,22
1689,郭店村委会,31,1,0,22
1690,霍庄村委会,152,35,3,127
1691,友谊村委会,10,3,1,15
1692,南峰村委会,44,7,3,54
1693,溪沿村委会,22,9,4,17
1694,溪口村委会,2,1,1,2
1695,金星村委会,197,55,12,152
1696,半壁店村委会,202,55,12,159
1697,康各庄村委会,76,25,1,105
1698,黎村村委会,105,8,1,188
1699,永乐村委会,102,8,2,186
1700,红花村委会,101,8,1,192
1701,新风村委会,107,7,0,197
1702,金山村委会,228,9,4,231
1703,万红社区居委会,555,73,46,390
1704,东莱社区居委会,208,34,18,162
1705,闸上村委会,173,36,9,187
1706,东莱村委会,105,26,3,101
1707,福前村委会,116,37,10,169
1708,农联村委会,398,56,27,275
1709,张家港村委会,41,23,3,64
1710,长山村委会,121,30,8,134
1711,德积村委会,26,15,0,53
1712,向阳村委会,66,31,5,69
1713,清水村委会,20,17,1,44
1714,恬庄村委会,42,22,3,124
1715,安庆村委会,79,28,4,144
1716,永联村委会,25,12,1,50
1717,朝东圩港村委会,47,25,2,80
1718,长丰村委会,33,27,6,59
1719,李巷村委会,71,23,7,99
1720,小田村委会,129,38,4,150
1721,大张村委会,21,19,2,40
1722,民新村委会,33,4,3,29
1723,浔中村委会,202,40,14,282
1724,乐陶村委会,191,40,14,253
1725,后所村委会,192,37,14,232
1726,凤洋村委会,52,13,6,71
1727,世科村委会,204,40,14,279
1728,金锁社区居委会,234,55,23,207
1729,宝美村委会,234,55,23,210
1730,丁溪村委会,235,55,23,209
1731,丁墘村委会,201,39,14,279
1732,英山村委会,199,39,14,274
1733,高阳村委会,215,40,14,278
1734,三班村委会,213,42,14,291
1735,泗滨村委会,179,36,14,358
1736,东山村委会,182,36,14,353
1737,桥内村委会,181,36,14,357
1738,上柏村委会,7,7,3,11
1739,秋山村委会,119,18,15,75
1740,士林村委会,15,15,4,22
1741,白彪村委会,15,15,4,22
1742,天皇殿村委会,28,15,6,66
1743,高桥村委会,17,10,3,30
1744,勾里村委会,32,14,7,39
1745,孙家桥村委会,23,12,5,31
1746,大屯村委会,227,42,11,171
1747,下庄村委会,79,20,11,75
1748,郑重庄村委会,51,22,12,106
1749,怀北庄村委会,25,6,5,23
1750,立碑村委会,13,1,1,9
1751,光明村民委员会,58,6,2,169
1752,洪湖村民委员会,178,16,6,405
1753,万松村民委员会,62,3,2,215
1754,太阳村民委员会,180,11,3,230
1755,长排村民委员会,26,2,3,30
1756,范和村民委员会,15,2,2,22
1757,汉塘村民委员会,55,7,0,202
1758,望京洲村村民委员会,46,6,5,202
1759,大道村民委员会,4,0,0,0
1760,东平村民委员会,1339,95,52,1222
1761,下角村民委员会,838,63,42,686
1762,三新村民委员会,523,33,18,712
1763,马庄村民委员会,538,34,16,545
1764,冷水坑村民委员会,197,14,7,276
1765,冰塘村民委员会,433,28,16,433
1766,湖山村民委员会,318,25,15,712
1767,东升村民委员会,236,7,2,602
1768,五一村民委员会,392,15,5,982
1769,联和村民委员会,302,12,4,537
1770,小铁村民委员会,98,5,4,235
1771,乌石村民委员会,270,13,3,485
1772,青塘村民委员会,7,1,0,3
1773,柏岗村民委员会,128,5,1,389
1774,金鸡村民委员会,147,7,1,329
1775,九龙村民委员会,115,6,1,318
1776,虾村村民委员会,28,5,1,44
1777,陶前村民委员会,53,5,0,171
1778,竹仔园村民委员会,241,14,10,305
1779,泮沥村民委员会,59,2,4,252
1780,罗村村民委员会,11,1,0,14
1781,新乐村村民委员会,197,12,2,234
1782,金星村民委员会,26,1,1,55
1783,东风村委会,299,34,7,233
1784,接待村委会,270,22,6,211
1785,后西村委会,92,8,3,100
1786,亭林村委会,49,8,3,74
1787,省吟村委会,47,5,1,65
1788,后店村委会,61,9,1,95
1789,林口村委会,400,52,14,284
1790,前园村委会,226,25,7,196
1791,屿头村委会,214,27,8,188
1792,陈坝村委会,81,16,1,97
1793,锦峯村委会,117,29,6,170
1794,阳光村委会,57,11,1,122
1795,下垵村委会,52,11,1,118
1796,后港村委会,51,11,1,121
1797,琅山村委会,73,10,2,106
1798,秀土村委会,104,10,4,80
1799,玉埕村委会,82,24,6,163
1800,黄岭村委会,169,15,2,155
1801,霞西村委会,70,19,9,91
1802,五峰村委会,70,17,9,90
1803,龙西村委会,108,34,10,142
1804,里春村委会,98,19,7,152
1805,石塘湾社区居委会,125,25,13,153
1806,杨市社区居委会,112,22,5,115
1807,桃园村村委会,81,19,16,102
1808,申家村委会,21,6,2,22
1809,杨家社区村民委员会,13,4,1,15
1810,任家村委会,408,66,2,156
1811,东马村委会,153,30,2,89
1812,高南村委会,20,6,1,29
1813,西翟村委会,30,3,1,20
1814,长宋村委会,7,9,1,22
1815,刘家口村委会,20,4,0,22
1816,南北李村委会,20,4,0,19
1817,张佩环村委会,7,0,0,6
1818,归仁村委会,20,6,2,22
1819,李龙吴村委会,10,0,0,6
1820,南肖家村委会,6,1,0,7
1821,关家村委会,20,6,2,22
1822,李庄社区村民委员会,15,3,0,21
1823,曲张社区村民委员会,15,3,0,21
1824,华李社区村民委员会,8,0,0,6
1825,大徐社区村民委员会,13,3,1,31
1826,常家社区村民委员会,13,3,1,30
1827,姜城社区村民委员会,13,3,1,30
1828,王集社区村民委员会,19,8,0,19
1829,崔寨社区村民委员会,10,7,2,9
1830,杨庄村民委员会,71,16,1,57
1831,花园口村民委员会,79,12,9,89
1832,八堡村民委员会,48,4,1,75
1833,桥背村民委员会,362,19,10,516
1834,土湖村民委员会,4,0,0,4
1835,维布村民委员会,180,13,5,318
1836,新塘村民委员会,216,14,5,425
1837,白石村民委员会,111,6,2,301
1838,岭湖村民委员会,95,6,4,225
1839,茶园村民委员会,92,6,5,203
1840,岩前村民委员会,220,14,25,403
1841,长布村民委员会,38,3,2,243
1842,花果村民委员会,53,1,2,167
1843,新联村民委员会,56,3,1,222
1844,产径村民委员会,35,4,0,232
1845,东风村民委员会,32,4,0,203
1846,约场村民委员会,23,3,1,164
1847,红卫村民委员会,21,5,1,198
1848,南坑村民委员会,6,1,1,9
1849,皇后村民委员会,138,1,4,452
1850,联溪村民委员会,242,7,3,664
1851,百两村委会,392,77,26,326
1852,怡园村委会,145,36,3,209
1853,新界村委会,10,2,0,13
1854,潮塘村委会,10,2,0,12
1855,三群村委会,200,36,9,215
1856,四塘南村委会,66,26,1,136
1857,孙方村委会,10,2,0,12
1858,坎东村委会,187,33,9,199
1859,直塘村委会,117,25,6,138
1860,五姓点村委会,73,18,10,100
1861,巴里村委会,87,23,10,108
1862,东埠头村委会,57,11,7,55
1863,厉家村委会,86,21,9,90
1864,叶家村委会,79,18,9,99
1865,戎家村委会,99,19,9,111
1866,陈家村委会,99,39,3,141
1867,周家段村委会,87,23,10,118
1868,柴家村委会,89,23,10,116
1869,裘家村委会,82,22,10,107
1870,古窑浦村委会,17,6,2,52
1871,城隍庙社区,137,24,12,149
1872,鸣鹤居委会,75,19,8,86
1873,上横街村委会,121,23,12,147
1874,山海村委会,201,35,13,90
1875,卫东村委会,126,22,12,143
1876,卫西村委会,138,24,12,145
1877,卫北村委会,156,35,13,195
1878,卫南村委会,144,25,12,151
1879,五里村委会,157,33,12,177
1880,方家村委会,6,2,0,3
1881,东山头村委会,107,17,10,122
1882,东营村委会,10,2,0,13
1883,施叶村委会,166,35,13,189
1884,蒋家桥村委会,54,24,1,117
1885,锦堂村委会,106,20,11,127
1886,新泽村委会,126,24,11,139
1887,三塘头村委会,20,12,2,40
1888,大岐山村委会,66,13,7,71
1889,小团浦村委会,138,28,13,145
1890,五洞闸村委会,9,3,1,28
1891,师东村委会,9,2,0,3
1892,沈师桥村委会,103,24,12,127
1893,洞桥村委会,48,18,5,63
1894,淹浦村委会,99,25,16,125
1895,塘下村委会,151,21,19,112
1896,湖滨村委会,75,18,8,86
1897,四界村委会,54,23,1,122
1898,东海村委会,47,21,0,108
1899,东港村委会,7,5,0,3
1900,花木村委会,50,21,0,102
1901,花塘村委会,65,25,1,119
1902,南圆村委会,101,24,4,153
1903,海晏庙村委会,63,24,1,116
1904,五丰村委会,113,38,6,197
1905,五姓村委会,11,7,0,4
1906,毛三斢村委会,10,2,0,12
1907,丰潭村委会,148,37,10,223
1908,潭河沿村委会,152,38,10,227
1909,王家埭村委会,107,40,7,166
1910,石人山村委会,189,48,7,163
1911,龙舌村委会,287,66,11,237
1912,高家村委会,310,75,13,259
1913,樟树村委会,161,56,8,196
1914,林西村委会,334,85,21,279
1915,桥一村委会,60,28,9,108
1916,破山村委会,10,2,0,12
1917,联明村委会,277,67,20,216
1918,新园村委会,228,66,17,236
1919,上舍村委会,67,26,1,130
1920,双庆浦村委会,82,31,1,169
1921,水湘村委会,80,32,2,133
1922,老浦村委会,80,34,2,148
1923,洋龙村委会,62,26,2,120
1924,荣誉村委会,72,34,1,147
1925,高桥村委会,86,34,2,162
1926,浦沿村委会,81,33,2,137
1927,腰塘村委会,10,2,0,12
1928,新闸村委会,36,15,2,49
1929,黎明村委会,70,31,1,136
1930,一灶村委会,50,17,0,56
1931,上剑山村委会,435,82,28,228
1932,石堰村委会,10,2,0,12
1933,东畈村委会,99,26,7,112
1934,伍梅村委会,10,2,0,13
1935,宜青桥村委会,394,81,21,232
1936,埋马村委会,10,2,0,12
1937,秦堰村委会,10,2,0,12
1938,彭桥村委会,261,56,13,216
1939,六塘村委会,89,33,4,102
1940,傅家路村委会,520,106,33,335
1941,宏兴村委会,10,2,0,12
1942,新建村委会,274,53,10,244
1943,海南村委会,109,32,8,155
1944,大云村委会,27,9,1,47
1945,沧田村委会,54,27,3,90
1946,沧北村委会,10,2,0,12
1947,周西社区,127,34,7,211
1948,万寿寺村委会,126,44,6,240
1949,大古塘村委会,169,45,10,236
1950,云城村委会,165,47,9,257
1951,城中村委会,10,2,0,12
1952,湖塘新村委会,138,32,9,167
1953,新潮村委会,167,26,8,212
1954,新缪路村委会,90,33,6,154
1955,镇东新村委会,47,17,5,55
1956,小安村委会,34,23,1,49
1957,建五村委会,25,21,1,64
1958,元甲村委会,164,43,8,246
1959,三北居委会,81,21,13,92
1960,东门外村委会,214,37,13,98
1961,龙头场村委会,45,15,8,71
1962,西门外村委会,38,13,8,64
1963,双马村委会,82,19,10,97
1964,东渡村委会,72,21,11,90
1965,施公山村委会,74,20,13,91
1966,海甸戎村委会,79,23,12,102
1967,筋竹村委会,64,19,10,80
1968,王家路村委会,76,19,9,93
1969,淞浦村委会,72,19,9,101
1970,新西村委会,6,1,0,3
1971,新东村委会,479,83,33,279
1972,小黄楼村委会,214,40,4,165
1973,孟窑村委会,151,21,0,91
1974,后陈庄村委会,219,41,4,165
1975,丁张庄村委会,29,11,1,39
1976,孙庄村委会,4,2,0,0
1977,大黄楼村委会,32,14,3,47
1978,刘坊村委会,109,21,3,80
1979,宋湾村委会,156,21,0,93
1980,郑河村委会,149,21,0,91
1981,八里河村委会,113,13,7,82
1982,袁庄村委会,16,1,0,18
1983,党庄村委会,91,17,2,75
1984,陈楼村委会,166,44,1,136
1985,秦楼村委会,11,5,0,10
1986,姜庄村委会,87,27,1,93
1987,苟村集村委会,14,7,0,26
1988,前张口村委会,55,15,3,79
1989,祝楼村委会,11,6,0,21
1990,刘海村委会,23,5,0,32
1991,张堂村委会,14,5,0,26
1992,鹿堂村委会,43,5,0,34
1993,东张楼村委会,12,3,0,19
1994,侯楼村委会,156,21,0,92
1995,李胡同村委会,9,1,0,7
1996,马庄村委会,21,4,0,18
1997,刘海村委会,23,5,0,32
1998,胡楼村委会,41,8,0,34
1999,谭楼村委会,8,5,0,10
